K,A0_fd_MHz_mm,A0_vg_m_s,A1_fd_MHz_mm,A1_vg_m_s,A2_fd_MHz_mm,A2_vg_m_s,S0_fd_MHz_mm,S0_vg_m_s,S1_fd_MHz_mm,S1_vg_m_s,S2_fd_MHz_mm,S2_vg_m_s
3.420694980694981,3.0674617595390212,3070.211565966427,8.249880998730932,2421.368816997565,9.548716574991714,3500.714077618846,3.4165170572633636,116732.46040286316,5.649171020279672,71741.59659804933,6.981811716691192,50442.452710904414
3.4514285714285715,3.097488952094768,3068.5656962516077,8.273669326481457,2442.2180263433256,9.58306458700441,3521.015246853116,5.67692735696085,2422.2345307762153,7.024718816053173,2819.3147654398344,7.925777152492486,4381.815312257269
3.4821621621621626,3.1275001239272053,3066.9362286450923,8.297664487922676,2463.634832791635,9.617607391526992,3540.540236873436,3.463909557143626,-111888.23081747434,5.704332637780352,-66101.63418667525,7.067544612917043,-41680.48725202889
3.512895752895753,3.157495434952751,3065.323046951962,8.321871848588527,2485.579948595783,9.652337421909687,3559.294307645061,3.4877656972399285,2443.8695968360407,5.7313999196052405,2750.21313964203,7.110272930252358,4361.902013633109
3.543629343629344,3.187475043898841,3063.726024926844,8.3462963796407,2508.0120784657774,9.687247161295721,3577.2823479575454,3.511725360322055,2454.336194837262,5.7581422397141475,2717.658314452856,7.152887893277623,49710.61468084145
3.5743629343629344,3.217439108211829,3062.145027521503,8.370942638645534,2530.8880097122747,9.722329138687483,3594.508818876755,3.5357862858089617,2464.5735229428683,5.784572566475736,2686.42334380612,8.082891506356093,4335.5814578188
3.6050965250965255,3.2473877839768455,3060.579912002664,8.39581475128202,2554.1627132546273,9.757575924511672,3610.977706468955,3.559946248475978,2474.5852471607795,5.810703755282602,2656.494687012455,7.237716195867706,-41040.965390618134
3.635830115830116,3.277321225847581,3059.0305289971293,8.420916394094998,2577.7894569790224,9.792980125760502,3626.69248285715,3.5842030594697465,2484.3751287678315,5.8365485095715455,2627.855066240707,7.279899920425654,4303.212397626252
3.6665637065637067,3.307239586986589,3057.4967234617798,8.446250778421076,2601.7199322332162,9.828534380794894,3641.656074306811,3.6085545671572787,2493.9470057893195,5.862119346683828,2600.483948847628,7.3219111780002475,4284.89847157232
3.6972972972972973,3.337143019014047,3055.9783355435065,8.471820635616773,2625.9043939628755,9.864231353861225,3655.8708383683115,3.6329986577785274,2503.304775614699,5.88742856832253,2574.3580018031644,7.36373657939531,4265.249137701001
